timestamp,src_ip,src_port,dst_ip,dst_port,protocol,method,host,uri,status_code,response_size,user_agent,request_count,label,ground_truth_success,content_type,file_name,request_body,response_body
2026-08-22T04:51:13.524207+00:00,198.51.100.67,20554,198.51.100.154,443,HTTP,GET,portal.example.test,/,201,6676,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:51:18.524207+00:00,203.0.113.92,46020,198.51.100.34,80,HTTP,GET,services.example.test,/api/notices?page=2,302,6175,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:51:23.524207+00:00,192.0.2.235,43742,198.51.100.249,443,HTTP,GET,docs.example.test,/guides/network-safety,302,2948,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:51:29.524207+00:00,192.0.2.87,23636,198.51.100.188,443,HTTP,GET,portal.example.test,/search?q=annual+report,200,2101,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:51:33.524207+00:00,203.0.113.118,63889,198.51.100.143,443,HTTP,GET,portal.example.test,/search?q=annual+report,201,921,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:51:39.524207+00:00,198.51.100.91,35957,198.51.100.251,443,HTTP,POST,citizen.example.test,/profile/settings,200,2494,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:51:41.524207+00:00,198.51.100.105,4870,198.51.100.167,443,HTTP,GET,docs.example.test,/guides/network-safety,200,3566,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:51:47.524207+00:00,198.51.100.210,12686,198.51.100.181,80,HTTP,POST,portal.example.test,/,302,194,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:51:51.524207+00:00,198.51.100.164,45576,198.51.100.37,443,HTTP,GET,services.example.test,/api/notices?page=2,201,512,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:51:57.524207+00:00,198.51.100.103,39732,198.51.100.133,443,HTTP,POST,docs.example.test,/guides/network-safety,200,6244,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:52:03.524207+00:00,203.0.113.19,31942,198.51.100.66,80,HTTP,GET,services.example.test,/api/notices?page=2,200,3077,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:52:08.524207+00:00,203.0.113.111,50665,198.51.100.236,443,HTTP,POST,payments.example.test,/receipt?id=INV-2048,200,6701,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:52:14.524207+00:00,203.0.113.50,26377,198.51.100.240,443,HTTP,POST,citizen.example.test,/profile/settings,201,6394,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:52:18.524207+00:00,198.51.100.7,20192,198.51.100.7,80,HTTP,POST,portal.example.test,/search?q=annual+report,302,5443,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:52:24.524207+00:00,198.51.100.170,36758,198.51.100.114,80,HTTP,POST,portal.example.test,/search?q=annual+report,201,1385,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:52:27.524207+00:00,203.0.113.218,44929,198.51.100.107,443,HTTP,GET,docs.example.test,/guides/network-safety,302,6230,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:52:34.524207+00:00,192.0.2.57,12248,198.51.100.226,443,HTTP,GET,docs.example.test,/guides/network-safety,302,963,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:52:39.524207+00:00,192.0.2.189,22700,198.51.100.21,443,HTTP,GET,citizen.example.test,/profile/settings,302,6564,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:52:41.524207+00:00,192.0.2.129,40927,198.51.100.204,443,HTTP,GET,portal.example.test,/,200,5451,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:52:48.524207+00:00,203.0.113.170,40456,198.51.100.86,443,HTTP,POST,citizen.example.test,/profile/settings,201,3603,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:52:51.524207+00:00,192.0.2.6,11153,198.51.100.95,443,HTTP,POST,portal.example.test,/search?q=annual+report,200,6988,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:52:57.524207+00:00,198.51.100.182,43037,198.51.100.162,443,HTTP,POST,services.example.test,/api/notices?page=2,302,4992,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:53:02.524207+00:00,192.0.2.119,2062,198.51.100.57,443,HTTP,GET,portal.example.test,/,200,6175,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:53:07.524207+00:00,203.0.113.62,37505,198.51.100.81,443,HTTP,GET,payments.example.test,/receipt?id=INV-2048,200,5732,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:53:11.524207+00:00,198.51.100.12,43515,198.51.100.52,443,HTTP,GET,citizen.example.test,/profile/settings,200,489,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:53:16.524207+00:00,192.0.2.95,38352,198.51.100.69,443,HTTP,GET,portal.example.test,/search?q=annual+report,200,2440,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:53:22.524207+00:00,192.0.2.53,51458,198.51.100.253,443,HTTP,GET,portal.example.test,/search?q=annual+report,302,6098,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:53:26.524207+00:00,192.0.2.58,48859,198.51.100.100,443,HTTP,GET,citizen.example.test,/profile/settings,201,712,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:53:32.524207+00:00,192.0.2.64,47020,198.51.100.216,443,HTTP,POST,docs.example.test,/guides/network-safety,200,5154,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:53:37.524207+00:00,198.51.100.181,2736,198.51.100.146,443,HTTP,GET,portal.example.test,/search?q=annual+report,201,4924,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:53:42.524207+00:00,198.51.100.166,62054,198.51.100.54,443,HTTP,POST,payments.example.test,/receipt?id=INV-2048,200,2433,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:53:48.524207+00:00,198.51.100.1,28876,198.51.100.76,80,HTTP,POST,services.example.test,/api/notices?page=2,200,5905,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:53:53.524207+00:00,198.51.100.24,2366,198.51.100.159,443,HTTP,GET,payments.example.test,/receipt?id=INV-2048,302,1412,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:53:56.524207+00:00,192.0.2.65,32063,198.51.100.8,443,HTTP,GET,portal.example.test,/,200,5107,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:54:04.524207+00:00,203.0.113.238,65361,198.51.100.177,443,HTTP,GET,portal.example.test,/search?q=annual+report,201,5581,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:54:06.524207+00:00,198.51.100.96,27582,198.51.100.37,443,HTTP,GET,docs.example.test,/guides/network-safety,200,1546,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:54:13.524207+00:00,192.0.2.188,30020,198.51.100.180,80,HTTP,GET,docs.example.test,/guides/network-safety,200,4714,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:54:16.524207+00:00,203.0.113.251,65306,198.51.100.245,443,HTTP,GET,services.example.test,/api/notices?page=2,200,6550,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:54:22.524207+00:00,198.51.100.10,15980,198.51.100.126,443,HTTP,POST,portal.example.test,/,200,2265,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:54:26.524207+00:00,192.0.2.35,50408,198.51.100.231,443,HTTP,POST,services.example.test,/api/notices?page=2,200,400,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:54:31.524207+00:00,203.0.113.116,53515,198.51.100.12,443,HTTP,GET,portal.example.test,/search?q=annual+report,302,419,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:54:36.524207+00:00,198.51.100.31,62026,198.51.100.144,443,HTTP,POST,portal.example.test,/search?q=annual+report,200,5323,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:54:42.524207+00:00,203.0.113.155,14257,198.51.100.153,80,HTTP,GET,docs.example.test,/guides/network-safety,201,585,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:54:47.524207+00:00,198.51.100.223,43081,198.51.100.70,443,HTTP,GET,docs.example.test,/guides/network-safety,201,6545,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:54:52.524207+00:00,198.51.100.32,64533,198.51.100.40,443,HTTP,GET,portal.example.test,/,302,6752,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:54:57.524207+00:00,203.0.113.40,58185,198.51.100.118,443,HTTP,POST,payments.example.test,/receipt?id=INV-2048,302,3739,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:55:02.524207+00:00,192.0.2.110,40810,198.51.100.119,443,HTTP,GET,portal.example.test,/,200,2519,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:55:08.524207+00:00,192.0.2.110,19743,198.51.100.119,443,HTTP,POST,services.example.test,/api/notices?page=2,200,1013,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:55:14.524207+00:00,198.51.100.110,41332,198.51.100.193,443,HTTP,GET,services.example.test,/api/notices?page=2,200,3284,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:55:17.524207+00:00,203.0.113.177,62201,198.51.100.104,443,HTTP,POST,portal.example.test,/search?q=annual+report,201,6759,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:55:23.524207+00:00,203.0.113.55,62874,198.51.100.238,80,HTTP,GET,payments.example.test,/receipt?id=INV-2048,302,3320,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:55:28.524207+00:00,198.51.100.97,57755,198.51.100.88,80,HTTP,POST,portal.example.test,/,200,5495,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:55:31.524207+00:00,192.0.2.158,49367,198.51.100.88,80,HTTP,POST,docs.example.test,/guides/network-safety,200,3627,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:55:37.524207+00:00,203.0.113.30,5919,198.51.100.146,443,HTTP,GET,docs.example.test,/guides/network-safety,200,2944,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:55:42.524207+00:00,198.51.100.54,2065,198.51.100.124,443,HTTP,POST,citizen.example.test,/profile/settings,201,2052,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:55:49.524207+00:00,192.0.2.238,30756,198.51.100.30,80,HTTP,GET,payments.example.test,/receipt?id=INV-2048,200,3829,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:55:52.524207+00:00,192.0.2.190,10319,198.51.100.153,443,HTTP,POST,services.example.test,/api/notices?page=2,200,4557,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:55:59.524207+00:00,203.0.113.88,18660,198.51.100.212,80,HTTP,POST,portal.example.test,/,200,6392,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:56:03.524207+00:00,198.51.100.44,25897,198.51.100.70,443,HTTP,POST,docs.example.test,/guides/network-safety,200,2932,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:56:07.524207+00:00,192.0.2.232,22693,198.51.100.106,80,HTTP,GET,services.example.test,/api/notices?page=2,201,5400,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:56:13.524207+00:00,192.0.2.232,53277,198.51.100.86,443,HTTP,GET,portal.example.test,/,201,5737,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:56:17.524207+00:00,203.0.113.97,57229,198.51.100.236,80,HTTP,GET,portal.example.test,/search?q=annual+report,201,3994,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:56:23.524207+00:00,192.0.2.151,20381,198.51.100.238,80,HTTP,GET,portal.example.test,/search?q=annual+report,201,5975,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:56:28.524207+00:00,192.0.2.180,53164,198.51.100.133,80,HTTP,GET,payments.example.test,/receipt?id=INV-2048,200,4677,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:56:34.524207+00:00,203.0.113.17,12981,198.51.100.66,443,HTTP,GET,citizen.example.test,/profile/settings,201,4057,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:56:39.524207+00:00,203.0.113.213,44054,198.51.100.76,443,HTTP,POST,services.example.test,/api/notices?page=2,200,6040,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:56:41.524207+00:00,203.0.113.208,36403,198.51.100.242,80,HTTP,GET,portal.example.test,/,302,5665,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:56:49.524207+00:00,203.0.113.233,49120,198.51.100.92,443,HTTP,POST,citizen.example.test,/profile/settings,201,4990,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:56:54.524207+00:00,198.51.100.250,16947,198.51.100.111,80,HTTP,GET,portal.example.test,/search?q=annual+report,200,1604,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:56:56.524207+00:00,192.0.2.47,31430,198.51.100.15,80,HTTP,POST,portal.example.test,/search?q=annual+report,200,3405,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:57:01.524207+00:00,192.0.2.222,10858,198.51.100.183,443,HTTP,GET,portal.example.test,/,302,6695,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:57:07.524207+00:00,192.0.2.13,47958,198.51.100.38,443,HTTP,POST,services.example.test,/api/notices?page=2,200,6851,SyntheticMonitor/2.1,1,BENIGN,false,,,,
2026-08-22T04:57:14.524207+00:00,203.0.113.33,20038,198.51.100.174,443,HTTP,GET,citizen.example.test,/profile/settings,200,1237,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:57:19.524207+00:00,198.51.100.166,59414,198.51.100.56,443,HTTP,GET,docs.example.test,/guides/network-safety,200,6093,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:57:23.524207+00:00,192.0.2.125,4757,198.51.100.69,443,HTTP,POST,citizen.example.test,/profile/settings,302,4529,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:57:27.524207+00:00,192.0.2.50,40494,198.51.100.35,443,HTTP,GET,payments.example.test,/receipt?id=INV-2048,200,4050,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:57:32.524207+00:00,192.0.2.39,40214,198.51.100.63,80,HTTP,POST,payments.example.test,/receipt?id=INV-2048,302,4294,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:57:38.524207+00:00,203.0.113.39,19013,198.51.100.114,443,HTTP,GET,docs.example.test,/guides/network-safety,200,4593,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:57:44.524207+00:00,203.0.113.68,55172,198.51.100.234,443,HTTP,GET,portal.example.test,/search?q=annual+report,200,6291,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:57:47.524207+00:00,198.51.100.175,40774,198.51.100.129,443,HTTP,GET,docs.example.test,/guides/network-safety,200,4299,DemoMobile/1.0,1,BENIGN,false,,,,
2026-08-22T04:57:52.524207+00:00,203.0.113.170,18146,198.51.100.44,443,HTTP,POST,payments.example.test,/receipt?id=INV-2048,200,3914,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:57:59.524207+00:00,192.0.2.1,42180,198.51.100.84,80,HTTP,POST,citizen.example.test,/profile/settings,201,1161,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:58:03.524207+00:00,203.0.113.252,27774,198.51.100.135,443,HTTP,GET,docs.example.test,/guides/network-safety,200,5102,Mozilla/5.0 ByteForce-Demo,1,BENIGN,false,,,,
2026-08-22T04:58:07.524207+00:00,203.0.113.112,43039,198.51.100.150,443,HTTP,GET,portal.example.test,/search?q=annual+report,200,2095,TelemetryLab/1.2,1,BENIGN,false,,,,
2026-08-22T04:58:12.524207+00:00,192.0.2.250,44430,198.51.100.35,443,HTTP,GET,accounts.example.test,/login?user=demo,401,5424,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:16.524207+00:00,192.0.2.250,32459,198.51.100.220,443,HTTP,GET,accounts.example.test,/login?user=demo,401,3925,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:22.524207+00:00,192.0.2.250,31386,198.51.100.204,443,HTTP,POST,accounts.example.test,/login?user=demo,401,4566,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:27.524207+00:00,192.0.2.250,38367,198.51.100.69,443,HTTP,GET,accounts.example.test,/login?user=demo,401,6295,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:34.524207+00:00,192.0.2.250,55221,198.51.100.15,80,HTTP,GET,accounts.example.test,/login?user=demo,401,2648,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:37.524207+00:00,192.0.2.250,30378,198.51.100.107,80,HTTP,GET,accounts.example.test,/login?user=demo,401,731,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:42.524207+00:00,192.0.2.250,2620,198.51.100.214,443,HTTP,GET,accounts.example.test,/login?user=demo,401,1144,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:48.524207+00:00,192.0.2.250,50569,198.51.100.234,80,HTTP,GET,accounts.example.test,/login?user=demo,401,5761,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:52.524207+00:00,192.0.2.250,29799,198.51.100.159,443,HTTP,GET,accounts.example.test,/login?user=demo,401,729,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:58:59.524207+00:00,192.0.2.250,30513,198.51.100.192,443,HTTP,GET,accounts.example.test,/login?user=demo,401,5122,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:04.524207+00:00,192.0.2.250,59783,198.51.100.208,443,HTTP,GET,accounts.example.test,/login?user=demo,401,2065,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:07.524207+00:00,192.0.2.250,2124,198.51.100.29,443,HTTP,GET,accounts.example.test,/login?user=demo,401,5856,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:12.524207+00:00,192.0.2.250,3031,198.51.100.223,443,HTTP,GET,accounts.example.test,/login?user=demo,401,813,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:17.524207+00:00,192.0.2.250,18510,198.51.100.226,443,HTTP,GET,accounts.example.test,/login?user=demo,401,5948,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:23.524207+00:00,192.0.2.250,55826,198.51.100.44,80,HTTP,POST,accounts.example.test,/login?user=demo,401,3522,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:28.524207+00:00,192.0.2.250,44563,198.51.100.62,80,HTTP,GET,accounts.example.test,/login?user=demo,401,2089,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:34.524207+00:00,192.0.2.250,46948,198.51.100.165,80,HTTP,GET,accounts.example.test,/login?user=demo,401,3292,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:39.524207+00:00,192.0.2.250,12352,198.51.100.115,443,HTTP,GET,accounts.example.test,/login?user=demo,401,1202,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:41.524207+00:00,192.0.2.250,53133,198.51.100.78,443,HTTP,POST,accounts.example.test,/login?user=demo,401,529,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:48.524207+00:00,192.0.2.250,36874,198.51.100.155,443,HTTP,GET,accounts.example.test,/login?user=demo,401,3088,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:53.524207+00:00,192.0.2.250,39284,198.51.100.35,443,HTTP,GET,accounts.example.test,/login?user=demo,401,3653,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T04:59:57.524207+00:00,192.0.2.250,16808,198.51.100.19,443,HTTP,POST,accounts.example.test,/login?user=demo,401,5652,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:01.524207+00:00,192.0.2.250,55910,198.51.100.110,443,HTTP,GET,accounts.example.test,/login?user=demo,401,3532,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:06.524207+00:00,192.0.2.250,50942,198.51.100.102,443,HTTP,GET,accounts.example.test,/login?user=demo,401,4859,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:12.524207+00:00,192.0.2.250,32765,198.51.100.204,443,HTTP,GET,accounts.example.test,/login?user=demo,401,930,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:19.524207+00:00,192.0.2.250,14761,198.51.100.11,80,HTTP,POST,accounts.example.test,/login?user=demo,401,3638,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:24.524207+00:00,192.0.2.250,19378,198.51.100.12,80,HTTP,POST,accounts.example.test,/login?user=demo,401,5285,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:27.524207+00:00,192.0.2.250,21535,198.51.100.95,443,HTTP,GET,accounts.example.test,/login?user=demo,401,461,SyntheticMonitor/2.1,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:33.524207+00:00,192.0.2.250,54267,198.51.100.4,443,HTTP,GET,accounts.example.test,/login?user=demo,401,1666,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:39.524207+00:00,192.0.2.250,28167,198.51.100.197,80,HTTP,GET,accounts.example.test,/login?user=demo,401,6638,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:44.524207+00:00,192.0.2.250,15781,198.51.100.212,443,HTTP,GET,accounts.example.test,/login?user=demo,401,2214,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:48.524207+00:00,192.0.2.250,3120,198.51.100.10,443,HTTP,POST,accounts.example.test,/login?user=demo,401,6305,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:53.524207+00:00,192.0.2.250,41411,198.51.100.170,443,HTTP,POST,accounts.example.test,/login?user=demo,401,3747,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:00:59.524207+00:00,192.0.2.250,6581,198.51.100.148,80,HTTP,POST,accounts.example.test,/login?user=demo,401,3107,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
2026-08-22T05:01:01.524207+00:00,192.0.2.250,6997,198.51.100.165,443,HTTP,GET,accounts.example.test,/login?user=demo,401,6790,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T05:01:08.524207+00:00,192.0.2.250,45772,198.51.100.52,80,HTTP,POST,accounts.example.test,/login?user=demo,401,2006,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:01:14.524207+00:00,192.0.2.250,9408,198.51.100.174,80,HTTP,GET,accounts.example.test,/login?user=demo,401,3143,TelemetryLab/1.2,1,BRUTE_FORCE,false,,,,
2026-08-22T05:01:19.524207+00:00,192.0.2.250,47866,198.51.100.15,443,HTTP,GET,accounts.example.test,/login?user=demo,401,1940,Mozilla/5.0 ByteForce-Demo,1,BRUTE_FORCE,false,,,,
2026-08-22T05:01:21.524207+00:00,192.0.2.250,60970,198.51.100.59,80,HTTP,POST,accounts.example.test,/login?user=demo,401,286,DemoMobile/1.0,1,BRUTE_FORCE,false,,,,
